input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
115695.0,121479.75,0.0,1.0,0.0,0.0,0.0,69417.0,69417.0
118950.0,124897.5,0.0,1.0,0.0,0.0,0.0,71370.0,71370.0
65550.0,68827.5,0.0,1.0,0.0,0.0,0.0,39330.0,39330.0
96855.0,101697.75,0.0,1.0,0.0,0.0,0.0,58113.0,58113.0
141240.0,148302.0,0.0,1.0,0.0,0.0,0.0,84744.0,84744.0
69300.0,72765.0,0.0,1.0,0.0,0.0,0.0,41580.0,41580.0
115665.0,121448.25,0.0,1.0,0.0,0.0,0.0,69399.0,69399.0
113250.0,118912.5,0.0,1.0,0.0,0.0,0.0,67950.0,67950.0
61200.0,64260.0,0.0,1.0,0.0,0.0,0.0,36720.0,36720.0
111600.0,117180.0,0.0,1.0,0.0,0.0,0.0,66960.0,66960.0
55920.0,58716.0,1.0,0.0,0.0,1.0,0.0,33552.0,33552.0
86580.0,90909.0,0.0,1.0,0.0,0.0,0.0,51948.0,51948.0
79920.0,83916.0,0.0,1.0,0.0,0.0,0.0,47952.0,47952.0
89595.0,94074.75,0.0,1.0,0.0,0.0,0.0,53757.0,53757.0
94950.0,99697.5,0.0,1.0,0.0,0.0,0.0,56970.0,56970.0
104610.0,109840.5,0.0,1.0,0.0,0.0,0.0,62766.0,62766.0
7590.0,7969.5,1.0,0.0,1.0,0.0,6072.0,0.0,6072.0
121605.0,127685.25,0.0,1.0,0.0,0.0,0.0,72963.0,72963.0
117000.0,122850.0,0.0,1.0,0.0,0.0,0.0,70200.0,70200.0
115350.0,121117.5,0.0,1.0,0.0,0.0,0.0,69210.0,69210.0
102465.0,107588.25,0.0,1.0,0.0,0.0,0.0,61479.0,61479.0
85800.0,90090.0,0.0,1.0,0.0,0.0,0.0,51480.0,51480.0
56295.0,59109.75,1.0,0.0,1.0,0.0,45036.0,0.0,45036.0
87750.0,92137.5,0.0,1.0,0.0,0.0,0.0,52650.0,52650.0
147420.0,154791.0,0.0,1.0,0.0,0.0,0.0,88452.0,88452.0
13140.0,13797.0,1.0,0.0,1.0,0.0,10512.0,0.0,10512.0
116985.0,122834.25,0.0,1.0,0.0,0.0,0.0,70191.0,70191.0
81360.0,85428.0,0.0,1.0,0.0,0.0,0.0,48816.0,48816.0
9900.0,10395.0,1.0,0.0,1.0,0.0,7920.0,0.0,7920.0
60000.0,63000.0,0.0,1.0,0.0,0.0,0.0,36000.0,36000.0
99990.0,104989.5,0.0,1.0,0.0,0.0,0.0,59994.0,59994.0
107700.0,113085.0,0.0,1.0,0.0,0.0,0.0,64620.0,64620.0
8850.0,9292.5,1.0,0.0,1.0,0.0,7080.0,0.0,7080.0
121110.0,127165.5,0.0,1.0,0.0,0.0,0.0,72666.0,72666.0
94200.0,98910.0,0.0,1.0,0.0,0.0,0.0,56520.0,56520.0
7650.0,8032.5,1.0,0.0,1.0,0.0,6120.0,0.0,6120.0
5940.0,6237.0,1.0,0.0,0.0,1.0,0.0,3564.0,3564.0
94320.0,99036.0,0.0,1.0,0.0,0.0,0.0,56592.0,56592.0
86850.0,91192.5,0.0,1.0,0.0,0.0,0.0,52110.0,52110.0
80190.0,84199.5,0.0,1.0,0.0,0.0,0.0,48114.0,48114.0
90585.0,95114.25,0.0,1.0,0.0,0.0,0.0,54351.0,54351.0
116160.0,121968.0,0.0,1.0,0.0,0.0,0.0,69696.0,69696.0
141840.0,148932.0,0.0,1.0,0.0,0.0,0.0,85104.0,85104.0
135795.0,142584.75,0.0,1.0,0.0,0.0,0.0,81477.0,81477.0
94200.0,98910.0,0.0,1.0,0.0,0.0,0.0,56520.0,56520.0
10230.0,10741.5,1.0,0.0,0.0,1.0,0.0,6138.0,6138.0
88800.0,93240.0,0.0,1.0,0.0,0.0,0.0,53280.0,53280.0
6600.0,6930.0,1.0,0.0,1.0,0.0,5280.0,0.0,5280.0
79050.0,83002.5,0.0,1.0,0.0,0.0,0.0,47430.0,47430.0
80160.0,84168.0,0.0,1.0,0.0,0.0,0.0,48096.0,48096.0
80055.0,84057.75,0.0,1.0,0.0,0.0,0.0,48033.0,48033.0
81510.0,85585.5,0.0,1.0,0.0,0.0,0.0,48906.0,48906.0
91125.0,95681.25,0.0,1.0,0.0,0.0,0.0,54675.0,54675.0
118620.0,124551.0,0.0,1.0,0.0,0.0,0.0,71172.0,71172.0
103650.0,108832.5,0.0,1.0,0.0,0.0,0.0,62190.0,62190.0
72540.0,76167.0,0.0,1.0,0.0,0.0,0.0,43524.0,43524.0
51975.0,54573.75,1.0,0.0,0.0,1.0,0.0,31185.0,31185.0
10890.0,11434.5,1.0,0.0,1.0,0.0,8712.0,0.0,8712.0
92235.0,96846.75,0.0,1.0,0.0,0.0,0.0,55341.0,55341.0
104100.0,109305.0,0.0,1.0,0.0,0.0,0.0,62460.0,62460.0
4620.0,4851.0,1.0,0.0,1.0,0.0,3696.0,0.0,3696.0
89850.0,94342.5,0.0,1.0,0.0,0.0,0.0,53910.0,53910.0
