input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
54000.0,56700.0,1.0,0.0,0.0,1.0,0.0,32400.0,32400.0
37280.0,39144.0,1.0,0.0,0.0,1.0,0.0,22368.0,22368.0
80850.0,84892.5,0.0,1.0,0.0,0.0,0.0,48510.0,48510.0
82830.0,86971.5,0.0,1.0,0.0,0.0,0.0,49698.0,49698.0
45100.0,47355.0,1.0,0.0,0.0,1.0,0.0,27060.0,27060.0
3520.0,3696.0,1.0,0.0,1.0,0.0,2816.0,0.0,2816.0
61320.0,64386.0,0.0,1.0,0.0,0.0,0.0,36792.0,36792.0
71060.0,74613.0,0.0,1.0,0.0,0.0,0.0,42636.0,42636.0
57330.0,60196.5,0.0,1.0,0.0,0.0,0.0,34398.0,34398.0
97080.0,101934.0,0.0,1.0,0.0,0.0,0.0,58248.0,58248.0
72800.0,76440.0,0.0,1.0,0.0,0.0,0.0,43680.0,43680.0
31680.0,33264.0,1.0,0.0,0.0,1.0,0.0,19008.0,19008.0
78300.0,82215.0,0.0,1.0,0.0,0.0,0.0,46980.0,46980.0
61050.0,64102.5,0.0,1.0,0.0,0.0,0.0,36630.0,36630.0
44220.0,46431.0,1.0,0.0,0.0,1.0,0.0,26532.0,26532.0
80280.0,84294.0,0.0,1.0,0.0,0.0,0.0,48168.0,48168.0
49400.0,51870.0,1.0,0.0,1.0,0.0,39520.0,0.0,39520.0
61600.0,64680.0,0.0,1.0,0.0,0.0,0.0,36960.0,36960.0
4950.0,5197.5,1.0,0.0,1.0,0.0,3960.0,0.0,3960.0
105040.0,110292.0,0.0,1.0,0.0,0.0,0.0,63024.0,63024.0
74200.0,77910.0,0.0,1.0,0.0,0.0,0.0,44520.0,44520.0
59670.0,62653.5,0.0,1.0,0.0,0.0,0.0,35802.0,35802.0
62460.0,65583.0,0.0,1.0,0.0,0.0,0.0,37476.0,37476.0
10790.0,11329.5,1.0,0.0,1.0,0.0,8632.0,0.0,8632.0
63300.0,66465.0,0.0,1.0,0.0,0.0,0.0,37980.0,37980.0
53440.0,56112.0,1.0,0.0,0.0,1.0,0.0,32064.0,32064.0
70700.0,74235.0,0.0,1.0,0.0,0.0,0.0,42420.0,42420.0
104610.0,109840.5,0.0,1.0,0.0,0.0,0.0,62766.0,62766.0
36960.0,38808.0,1.0,0.0,0.0,1.0,0.0,22176.0,22176.0
7260.0,7623.0,1.0,0.0,1.0,0.0,5808.0,0.0,5808.0
4620.0,4851.0,1.0,0.0,1.0,0.0,3696.0,0.0,3696.0
62920.0,66066.0,0.0,1.0,0.0,0.0,0.0,37752.0,37752.0
71680.0,75264.0,0.0,1.0,0.0,0.0,0.0,43008.0,43008.0
5900.0,6195.0,1.0,0.0,1.0,0.0,4720.0,0.0,4720.0
58140.0,61047.0,0.0,1.0,0.0,0.0,0.0,34884.0,34884.0
55500.0,58275.0,1.0,0.0,1.0,0.0,44400.0,0.0,44400.0
5160.0,5418.0,1.0,0.0,1.0,0.0,4128.0,0.0,4128.0
4700.0,4935.0,1.0,0.0,1.0,0.0,3760.0,0.0,3760.0
69480.0,72954.0,0.0,1.0,0.0,0.0,0.0,41688.0,41688.0
56600.0,59430.0,1.0,0.0,0.0,1.0,0.0,33960.0,33960.0
52110.0,54715.5,1.0,0.0,1.0,0.0,41688.0,0.0,41688.0
74360.0,78078.0,0.0,1.0,0.0,0.0,0.0,44616.0,44616.0
81070.0,85123.5,0.0,1.0,0.0,0.0,0.0,48642.0,48642.0
81360.0,85428.0,0.0,1.0,0.0,0.0,0.0,48816.0,48816.0
53280.0,55944.0,1.0,0.0,1.0,0.0,42624.0,0.0,42624.0
57690.0,60574.5,0.0,1.0,0.0,0.0,0.0,34614.0,34614.0
58500.0,61425.0,0.0,1.0,0.0,0.0,0.0,35100.0,35100.0
68300.0,71715.0,0.0,1.0,0.0,0.0,0.0,40980.0,40980.0
70290.0,73804.5,0.0,1.0,0.0,0.0,0.0,42174.0,42174.0
4200.0,4410.0,1.0,0.0,1.0,0.0,3360.0,0.0,3360.0
52700.0,55335.0,1.0,0.0,1.0,0.0,42160.0,0.0,42160.0
59000.0,61950.0,0.0,1.0,0.0,0.0,0.0,35400.0,35400.0
48290.0,50704.5,1.0,0.0,0.0,1.0,0.0,28974.0,28974.0
65520.0,68796.0,0.0,1.0,0.0,0.0,0.0,39312.0,39312.0
59490.0,62464.5,0.0,1.0,0.0,0.0,0.0,35694.0,35694.0
6240.0,6552.0,1.0,0.0,1.0,0.0,4992.0,0.0,4992.0
3960.0,4158.0,1.0,0.0,1.0,0.0,3168.0,0.0,3168.0
83160.0,87318.0,0.0,1.0,0.0,0.0,0.0,49896.0,49896.0
62590.0,65719.5,0.0,1.0,0.0,0.0,0.0,37554.0,37554.0
47740.0,50127.0,1.0,0.0,1.0,0.0,38192.0,0.0,38192.0
6300.0,6615.0,1.0,0.0,1.0,0.0,5040.0,0.0,5040.0
74700.0,78435.0,0.0,1.0,0.0,0.0,0.0,44820.0,44820.0
3900.0,4095.0,1.0,0.0,1.0,0.0,3120.0,0.0,3120.0
59130.0,62086.5,0.0,1.0,0.0,0.0,0.0,35478.0,35478.0
61100.0,64155.0,0.0,1.0,0.0,0.0,0.0,36660.0,36660.0
49410.0,51880.5,1.0,0.0,1.0,0.0,39528.0,0.0,39528.0
76120.0,79926.0,0.0,1.0,0.0,0.0,0.0,45672.0,45672.0
8030.0,8431.5,1.0,0.0,0.0,1.0,0.0,4818.0,4818.0
85320.0,89586.0,0.0,1.0,0.0,0.0,0.0,51192.0,51192.0
7040.0,7392.0,1.0,0.0,1.0,0.0,5632.0,0.0,5632.0
67500.0,70875.0,0.0,1.0,0.0,0.0,0.0,40500.0,40500.0
61490.0,64564.5,0.0,1.0,0.0,0.0,0.0,36894.0,36894.0
77880.0,81774.0,0.0,1.0,0.0,0.0,0.0,46728.0,46728.0
47080.0,49434.0,1.0,0.0,1.0,0.0,37664.0,0.0,37664.0
6160.0,6468.0,1.0,0.0,0.0,1.0,0.0,3696.0,3696.0
94160.0,98868.0,0.0,1.0,0.0,0.0,0.0,56496.0,56496.0
9100.0,9555.0,1.0,0.0,1.0,0.0,7280.0,0.0,7280.0
68200.0,71610.0,0.0,1.0,0.0,0.0,0.0,40920.0,40920.0
57100.0,59955.0,1.0,0.0,1.0,0.0,45680.0,0.0,45680.0
65520.0,68796.0,0.0,1.0,0.0,0.0,0.0,39312.0,39312.0
84480.0,88704.0,0.0,1.0,0.0,0.0,0.0,50688.0,50688.0
4900.0,5145.0,1.0,0.0,1.0,0.0,3920.0,0.0,3920.0
84590.0,88819.5,0.0,1.0,0.0,0.0,0.0,50754.0,50754.0
4730.0,4966.5,1.0,0.0,1.0,0.0,3784.0,0.0,3784.0
60200.0,63210.0,0.0,1.0,0.0,0.0,0.0,36120.0,36120.0
53280.0,55944.0,1.0,0.0,1.0,0.0,42624.0,0.0,42624.0
59040.0,61992.0,0.0,1.0,0.0,0.0,0.0,35424.0,35424.0
53100.0,55755.0,1.0,0.0,1.0,0.0,42480.0,0.0,42480.0
4560.0,4788.0,1.0,0.0,1.0,0.0,3648.0,0.0,3648.0
83490.0,87664.5,0.0,1.0,0.0,0.0,0.0,50094.0,50094.0
