input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
74200.0,77910.0,0.0,1.0,0.0,0.0,0.0,44520.0,44520.0
63840.0,67032.0,0.0,1.0,0.0,0.0,0.0,38304.0,38304.0
61500.0,64575.0,0.0,1.0,0.0,0.0,0.0,36900.0,36900.0
51210.0,53770.5,1.0,0.0,0.0,1.0,0.0,30726.0,30726.0
41520.0,43596.0,1.0,0.0,1.0,0.0,33216.0,0.0,33216.0
87010.0,91360.5,0.0,1.0,0.0,0.0,0.0,52206.0,52206.0
33480.0,35154.0,1.0,0.0,1.0,0.0,26784.0,0.0,26784.0
75500.0,79275.0,0.0,1.0,0.0,0.0,0.0,45300.0,45300.0
46800.0,49140.0,1.0,0.0,1.0,0.0,37440.0,0.0,37440.0
2640.0,2772.0,1.0,0.0,1.0,0.0,2112.0,0.0,2112.0
50490.0,53014.5,1.0,0.0,1.0,0.0,40392.0,0.0,40392.0
41690.0,43774.5,1.0,0.0,0.0,1.0,0.0,25014.0,25014.0
67800.0,71190.0,0.0,1.0,0.0,0.0,0.0,40680.0,40680.0
32480.0,34104.0,1.0,0.0,0.0,1.0,0.0,19488.0,19488.0
54340.0,57057.0,1.0,0.0,1.0,0.0,43472.0,0.0,43472.0
51090.0,53644.5,1.0,0.0,1.0,0.0,40872.0,0.0,40872.0
44200.0,46410.0,1.0,0.0,0.0,1.0,0.0,26520.0,26520.0
43560.0,45738.0,1.0,0.0,1.0,0.0,34848.0,0.0,34848.0
8030.0,8431.5,1.0,0.0,0.0,1.0,0.0,4818.0,4818.0
82830.0,86971.5,0.0,1.0,0.0,0.0,0.0,49698.0,49698.0
5300.0,5565.0,1.0,0.0,1.0,0.0,4240.0,0.0,4240.0
5060.0,5313.0,1.0,0.0,1.0,0.0,4048.0,0.0,4048.0
3200.0,3360.0,1.0,0.0,1.0,0.0,2560.0,0.0,2560.0
64350.0,67567.5,0.0,1.0,0.0,0.0,0.0,38610.0,38610.0
51260.0,53823.0,1.0,0.0,1.0,0.0,41008.0,0.0,41008.0
51900.0,54495.0,1.0,0.0,1.0,0.0,41520.0,0.0,41520.0
47630.0,50011.5,1.0,0.0,1.0,0.0,38104.0,0.0,38104.0
74140.0,77847.0,0.0,1.0,0.0,0.0,0.0,44484.0,44484.0
57000.0,59850.0,1.0,0.0,0.0,1.0,0.0,34200.0,34200.0
66840.0,70182.0,0.0,1.0,0.0,0.0,0.0,40104.0,40104.0
48070.0,50473.5,1.0,0.0,1.0,0.0,38456.0,0.0,38456.0
94930.0,99676.5,0.0,1.0,0.0,0.0,0.0,56958.0,56958.0
60210.0,63220.5,0.0,1.0,0.0,0.0,0.0,36126.0,36126.0
55900.0,58695.0,1.0,0.0,1.0,0.0,44720.0,0.0,44720.0
8760.0,9198.0,1.0,0.0,1.0,0.0,7008.0,0.0,7008.0
60400.0,63420.0,0.0,1.0,0.0,0.0,0.0,36240.0,36240.0
56320.0,59136.0,1.0,0.0,0.0,1.0,0.0,33792.0,33792.0
5900.0,6195.0,1.0,0.0,1.0,0.0,4720.0,0.0,4720.0
3900.0,4095.0,1.0,0.0,1.0,0.0,3120.0,0.0,3120.0
53460.0,56133.0,1.0,0.0,0.0,1.0,0.0,32076.0,32076.0
5940.0,6237.0,1.0,0.0,1.0,0.0,4752.0,0.0,4752.0
10790.0,11329.5,1.0,0.0,1.0,0.0,8632.0,0.0,8632.0
62900.0,66045.0,0.0,1.0,0.0,0.0,0.0,37740.0,37740.0
69100.0,72555.0,0.0,1.0,0.0,0.0,0.0,41460.0,41460.0
35000.0,36750.0,1.0,0.0,0.0,1.0,0.0,21000.0,21000.0
63400.0,66570.0,0.0,1.0,0.0,0.0,0.0,38040.0,38040.0
70400.0,73920.0,0.0,1.0,0.0,0.0,0.0,42240.0,42240.0
60190.0,63199.5,0.0,1.0,0.0,0.0,0.0,36114.0,36114.0
64100.0,67305.0,0.0,1.0,0.0,0.0,0.0,38460.0,38460.0
70200.0,73710.0,0.0,1.0,0.0,0.0,0.0,42120.0,42120.0
78650.0,82582.5,0.0,1.0,0.0,0.0,0.0,47190.0,47190.0
62590.0,65719.5,0.0,1.0,0.0,0.0,0.0,37554.0,37554.0
59400.0,62370.0,0.0,1.0,0.0,0.0,0.0,35640.0,35640.0
84480.0,88704.0,0.0,1.0,0.0,0.0,0.0,50688.0,50688.0
4300.0,4515.0,1.0,0.0,1.0,0.0,3440.0,0.0,3440.0
85020.0,89271.0,0.0,1.0,0.0,0.0,0.0,51012.0,51012.0
47760.0,50148.0,1.0,0.0,1.0,0.0,38208.0,0.0,38208.0
4950.0,5197.5,1.0,0.0,1.0,0.0,3960.0,0.0,3960.0
51810.0,54400.5,1.0,0.0,1.0,0.0,41448.0,0.0,41448.0
81120.0,85176.0,0.0,1.0,0.0,0.0,0.0,48672.0,48672.0
53800.0,56490.0,1.0,0.0,1.0,0.0,43040.0,0.0,43040.0
69200.0,72660.0,0.0,1.0,0.0,0.0,0.0,41520.0,41520.0
84590.0,88819.5,0.0,1.0,0.0,0.0,0.0,50754.0,50754.0
76120.0,79926.0,0.0,1.0,0.0,0.0,0.0,45672.0,45672.0
55600.0,58380.0,1.0,0.0,1.0,0.0,44480.0,0.0,44480.0
47740.0,50127.0,1.0,0.0,1.0,0.0,38192.0,0.0,38192.0
59670.0,62653.5,0.0,1.0,0.0,0.0,0.0,35802.0,35802.0
71640.0,75222.0,0.0,1.0,0.0,0.0,0.0,42984.0,42984.0
70400.0,73920.0,0.0,1.0,0.0,0.0,0.0,42240.0,42240.0
63250.0,66412.5,0.0,1.0,0.0,0.0,0.0,37950.0,37950.0
2640.0,2772.0,1.0,0.0,1.0,0.0,2112.0,0.0,2112.0
78980.0,82929.0,0.0,1.0,0.0,0.0,0.0,47388.0,47388.0
65070.0,68323.5,0.0,1.0,0.0,0.0,0.0,39042.0,39042.0
64350.0,67567.5,0.0,1.0,0.0,0.0,0.0,38610.0,38610.0
67320.0,70686.0,0.0,1.0,0.0,0.0,0.0,40392.0,40392.0
5200.0,5460.0,1.0,0.0,1.0,0.0,4160.0,0.0,4160.0
42700.0,44835.0,1.0,0.0,1.0,0.0,34160.0,0.0,34160.0
60840.0,63882.0,0.0,1.0,0.0,0.0,0.0,36504.0,36504.0
68240.0,71652.0,0.0,1.0,0.0,0.0,0.0,40944.0,40944.0
32320.0,33936.0,1.0,0.0,0.0,1.0,0.0,19392.0,19392.0
38610.0,40540.5,1.0,0.0,0.0,1.0,0.0,23166.0,23166.0
75790.0,79579.5,0.0,1.0,0.0,0.0,0.0,45474.0,45474.0
83160.0,87318.0,0.0,1.0,0.0,0.0,0.0,49896.0,49896.0
6600.0,6930.0,1.0,0.0,1.0,0.0,5280.0,0.0,5280.0
9020.0,9471.0,1.0,0.0,1.0,0.0,7216.0,0.0,7216.0
2970.0,3118.5,1.0,0.0,1.0,0.0,2376.0,0.0,2376.0
105040.0,110292.0,0.0,1.0,0.0,0.0,0.0,63024.0,63024.0
80740.0,84777.0,0.0,1.0,0.0,0.0,0.0,48444.0,48444.0
61740.0,64827.0,0.0,1.0,0.0,0.0,0.0,37044.0,37044.0
77110.0,80965.5,0.0,1.0,0.0,0.0,0.0,46266.0,46266.0
68580.0,72009.0,0.0,1.0,0.0,0.0,0.0,41148.0,41148.0
31700.0,33285.0,1.0,0.0,0.0,1.0,0.0,19020.0,19020.0
60500.0,63525.0,0.0,1.0,0.0,0.0,0.0,36300.0,36300.0
57860.0,60753.0,0.0,1.0,0.0,0.0,0.0,34716.0,34716.0
69480.0,72954.0,0.0,1.0,0.0,0.0,0.0,41688.0,41688.0
70590.0,74119.5,0.0,1.0,0.0,0.0,0.0,42354.0,42354.0
52110.0,54715.5,1.0,0.0,1.0,0.0,41688.0,0.0,41688.0
73700.0,77385.0,0.0,1.0,0.0,0.0,0.0,44220.0,44220.0
45270.0,47533.5,1.0,0.0,0.0,1.0,0.0,27162.0,27162.0
60750.0,63787.5,0.0,1.0,0.0,0.0,0.0,36450.0,36450.0
36960.0,38808.0,1.0,0.0,0.0,1.0,0.0,22176.0,22176.0
53460.0,56133.0,1.0,0.0,1.0,0.0,42768.0,0.0,42768.0
85150.0,89407.5,0.0,1.0,0.0,0.0,0.0,51090.0,51090.0
58160.0,61068.0,0.0,1.0,0.0,0.0,0.0,34896.0,34896.0
86130.0,90436.5,0.0,1.0,0.0,0.0,0.0,51678.0,51678.0
51800.0,54390.0,1.0,0.0,1.0,0.0,41440.0,0.0,41440.0
59400.0,62370.0,0.0,1.0,0.0,0.0,0.0,35640.0,35640.0
65440.0,68712.0,0.0,1.0,0.0,0.0,0.0,39264.0,39264.0
88920.0,93366.0,0.0,1.0,0.0,0.0,0.0,53352.0,53352.0
75570.0,79348.5,0.0,1.0,0.0,0.0,0.0,45342.0,45342.0
44440.0,46662.0,1.0,0.0,1.0,0.0,35552.0,0.0,35552.0
60480.0,63504.0,0.0,1.0,0.0,0.0,0.0,36288.0,36288.0
52290.0,54904.5,1.0,0.0,0.0,1.0,0.0,31374.0,31374.0
62900.0,66045.0,0.0,1.0,0.0,0.0,0.0,37740.0,37740.0
37520.0,39396.0,1.0,0.0,1.0,0.0,30016.0,0.0,30016.0
61320.0,64386.0,0.0,1.0,0.0,0.0,0.0,36792.0,36792.0
3080.0,3234.0,1.0,0.0,1.0,0.0,2464.0,0.0,2464.0
69850.0,73342.5,0.0,1.0,0.0,0.0,0.0,41910.0,41910.0
70500.0,74025.0,0.0,1.0,0.0,0.0,0.0,42300.0,42300.0
64570.0,67798.5,0.0,1.0,0.0,0.0,0.0,38742.0,38742.0
7080.0,7434.0,1.0,0.0,0.0,1.0,0.0,4248.0,4248.0
58560.0,61488.0,0.0,1.0,0.0,0.0,0.0,35136.0,35136.0
57900.0,60795.0,0.0,1.0,0.0,0.0,0.0,34740.0,34740.0
4700.0,4935.0,1.0,0.0,1.0,0.0,3760.0,0.0,3760.0
77000.0,80850.0,0.0,1.0,0.0,0.0,0.0,46200.0,46200.0
57060.0,59913.0,1.0,0.0,1.0,0.0,45648.0,0.0,45648.0
58850.0,61792.5,0.0,1.0,0.0,0.0,0.0,35310.0,35310.0
45120.0,47376.0,1.0,0.0,0.0,1.0,0.0,27072.0,27072.0
5000.0,5250.0,1.0,0.0,1.0,0.0,4000.0,0.0,4000.0
35860.0,37653.0,1.0,0.0,0.0,1.0,0.0,21516.0,21516.0
51600.0,54180.0,1.0,0.0,1.0,0.0,41280.0,0.0,41280.0
63910.0,67105.5,0.0,1.0,0.0,0.0,0.0,38346.0,38346.0
84720.0,88956.0,0.0,1.0,0.0,0.0,0.0,50832.0,50832.0
85690.0,89974.5,0.0,1.0,0.0,0.0,0.0,51414.0,51414.0
43600.0,45780.0,1.0,0.0,1.0,0.0,34880.0,0.0,34880.0
81800.0,85890.0,0.0,1.0,0.0,0.0,0.0,49080.0,49080.0
54400.0,57120.0,1.0,0.0,1.0,0.0,43520.0,0.0,43520.0
52800.0,55440.0,1.0,0.0,0.0,1.0,0.0,31680.0,31680.0
71680.0,75264.0,0.0,1.0,0.0,0.0,0.0,43008.0,43008.0
64320.0,67536.0,0.0,1.0,0.0,0.0,0.0,38592.0,38592.0
93720.0,98406.0,0.0,1.0,0.0,0.0,0.0,56232.0,56232.0
64240.0,67452.0,0.0,1.0,0.0,0.0,0.0,38544.0,38544.0
6200.0,6510.0,1.0,0.0,0.0,1.0,0.0,3720.0,3720.0
53680.0,56364.0,1.0,0.0,1.0,0.0,42944.0,0.0,42944.0
55000.0,57750.0,1.0,0.0,0.0,1.0,0.0,33000.0,33000.0
58300.0,61215.0,0.0,1.0,0.0,0.0,0.0,34980.0,34980.0
70800.0,74340.0,0.0,1.0,0.0,0.0,0.0,42480.0,42480.0
56160.0,58968.0,1.0,0.0,0.0,1.0,0.0,33696.0,33696.0
5720.0,6006.0,1.0,0.0,1.0,0.0,4576.0,0.0,4576.0
53190.0,55849.5,1.0,0.0,0.0,1.0,0.0,31914.0,31914.0
73560.0,77238.0,0.0,1.0,0.0,0.0,0.0,44136.0,44136.0
73400.0,77070.0,0.0,1.0,0.0,0.0,0.0,44040.0,44040.0
48870.0,51313.5,1.0,0.0,0.0,1.0,0.0,29322.0,29322.0
63900.0,67095.0,0.0,1.0,0.0,0.0,0.0,38340.0,38340.0
51120.0,53676.0,1.0,0.0,1.0,0.0,40896.0,0.0,40896.0
53370.0,56038.5,1.0,0.0,1.0,0.0,42696.0,0.0,42696.0
44880.0,47124.0,1.0,0.0,0.0,1.0,0.0,26928.0,26928.0
71610.0,75190.5,0.0,1.0,0.0,0.0,0.0,42966.0,42966.0
67600.0,70980.0,0.0,1.0,0.0,0.0,0.0,40560.0,40560.0
6500.0,6825.0,1.0,0.0,1.0,0.0,5200.0,0.0,5200.0
66600.0,69930.0,0.0,1.0,0.0,0.0,0.0,39960.0,39960.0
80520.0,84546.0,0.0,1.0,0.0,0.0,0.0,48312.0,48312.0
61740.0,64827.0,0.0,1.0,0.0,0.0,0.0,37044.0,37044.0
44280.0,46494.0,1.0,0.0,0.0,1.0,0.0,26568.0,26568.0
76400.0,80220.0,0.0,1.0,0.0,0.0,0.0,45840.0,45840.0
68750.0,72187.5,0.0,1.0,0.0,0.0,0.0,41250.0,41250.0
47300.0,49665.0,1.0,0.0,1.0,0.0,37840.0,0.0,37840.0
53900.0,56595.0,1.0,0.0,1.0,0.0,43120.0,0.0,43120.0
47700.0,50085.0,1.0,0.0,1.0,0.0,38160.0,0.0,38160.0
8060.0,8463.0,1.0,0.0,1.0,0.0,6448.0,0.0,6448.0
62810.0,65950.5,0.0,1.0,0.0,0.0,0.0,37686.0,37686.0
61050.0,64102.5,0.0,1.0,0.0,0.0,0.0,36630.0,36630.0
30100.0,31605.0,1.0,0.0,0.0,1.0,0.0,18060.0,18060.0
87200.0,91560.0,0.0,1.0,0.0,0.0,0.0,52320.0,52320.0
24200.0,25410.0,1.0,0.0,0.0,1.0,0.0,14520.0,14520.0
3840.0,4032.0,1.0,0.0,1.0,0.0,3072.0,0.0,3072.0
69300.0,72765.0,0.0,1.0,0.0,0.0,0.0,41580.0,41580.0
5170.0,5428.5,1.0,0.0,1.0,0.0,4136.0,0.0,4136.0
62800.0,65940.0,0.0,1.0,0.0,0.0,0.0,37680.0,37680.0
89400.0,93870.0,0.0,1.0,0.0,0.0,0.0,53640.0,53640.0
65560.0,68838.0,0.0,1.0,0.0,0.0,0.0,39336.0,39336.0
32800.0,34440.0,1.0,0.0,1.0,0.0,26240.0,0.0,26240.0
65500.0,68775.0,0.0,1.0,0.0,0.0,0.0,39300.0,39300.0
84590.0,88819.5,0.0,1.0,0.0,0.0,0.0,50754.0,50754.0
78000.0,81900.0,0.0,1.0,0.0,0.0,0.0,46800.0,46800.0
78320.0,82236.0,0.0,1.0,0.0,0.0,0.0,46992.0,46992.0
70600.0,74130.0,0.0,1.0,0.0,0.0,0.0,42360.0,42360.0
57330.0,60196.5,0.0,1.0,0.0,0.0,0.0,34398.0,34398.0
7150.0,7507.5,1.0,0.0,0.0,1.0,0.0,4290.0,4290.0
8970.0,9418.5,1.0,0.0,0.0,1.0,0.0,5382.0,5382.0
61560.0,64638.0,0.0,1.0,0.0,0.0,0.0,36936.0,36936.0
60570.0,63598.5,0.0,1.0,0.0,0.0,0.0,36342.0,36342.0
7260.0,7623.0,1.0,0.0,1.0,0.0,5808.0,0.0,5808.0
40160.0,42168.0,1.0,0.0,1.0,0.0,32128.0,0.0,32128.0
61920.0,65016.0,0.0,1.0,0.0,0.0,0.0,37152.0,37152.0
63300.0,66465.0,0.0,1.0,0.0,0.0,0.0,37980.0,37980.0
61490.0,64564.5,0.0,1.0,0.0,0.0,0.0,36894.0,36894.0
71060.0,74613.0,0.0,1.0,0.0,0.0,0.0,42636.0,42636.0
37530.0,39406.5,1.0,0.0,1.0,0.0,30024.0,0.0,30024.0
75600.0,79380.0,0.0,1.0,0.0,0.0,0.0,45360.0,45360.0
65100.0,68355.0,0.0,1.0,0.0,0.0,0.0,39060.0,39060.0
82170.0,86278.5,0.0,1.0,0.0,0.0,0.0,49302.0,49302.0
48400.0,50820.0,1.0,0.0,1.0,0.0,38720.0,0.0,38720.0
34290.0,36004.5,1.0,0.0,1.0,0.0,27432.0,0.0,27432.0
89700.0,94185.0,0.0,1.0,0.0,0.0,0.0,53820.0,53820.0
74360.0,78078.0,0.0,1.0,0.0,0.0,0.0,44616.0,44616.0
5850.0,6142.5,1.0,0.0,1.0,0.0,4680.0,0.0,4680.0
19080.0,20034.0,1.0,0.0,0.0,1.0,0.0,11448.0,11448.0
4290.0,4504.5,1.0,0.0,1.0,0.0,3432.0,0.0,3432.0
59040.0,61992.0,0.0,1.0,0.0,0.0,0.0,35424.0,35424.0
42700.0,44835.0,1.0,0.0,0.0,1.0,0.0,25620.0,25620.0
64400.0,67620.0,0.0,1.0,0.0,0.0,0.0,38640.0,38640.0
6400.0,6720.0,1.0,0.0,0.0,1.0,0.0,3840.0,3840.0
79680.0,83664.0,0.0,1.0,0.0,0.0,0.0,47808.0,47808.0
2250.0,2362.5,1.0,0.0,1.0,0.0,1800.0,0.0,1800.0
54560.0,57288.0,1.0,0.0,1.0,0.0,43648.0,0.0,43648.0
69700.0,73185.0,0.0,1.0,0.0,0.0,0.0,41820.0,41820.0
28100.0,29505.0,1.0,0.0,1.0,0.0,22480.0,0.0,22480.0
62590.0,65719.5,0.0,1.0,0.0,0.0,0.0,37554.0,37554.0
4100.0,4305.0,1.0,0.0,1.0,0.0,3280.0,0.0,3280.0
7700.0,8085.0,1.0,0.0,1.0,0.0,6160.0,0.0,6160.0
64100.0,67305.0,0.0,1.0,0.0,0.0,0.0,38460.0,38460.0
55000.0,57750.0,1.0,0.0,1.0,0.0,44000.0,0.0,44000.0
45630.0,47911.5,1.0,0.0,1.0,0.0,36504.0,0.0,36504.0
6160.0,6468.0,1.0,0.0,1.0,0.0,4928.0,0.0,4928.0
80880.0,84924.0,0.0,1.0,0.0,0.0,0.0,48528.0,48528.0
44280.0,46494.0,1.0,0.0,1.0,0.0,35424.0,0.0,35424.0
56320.0,59136.0,1.0,0.0,1.0,0.0,45056.0,0.0,45056.0
45700.0,47985.0,1.0,0.0,1.0,0.0,36560.0,0.0,36560.0
57700.0,60585.0,0.0,1.0,0.0,0.0,0.0,34620.0,34620.0
49410.0,51880.5,1.0,0.0,1.0,0.0,39528.0,0.0,39528.0
5490.0,5764.5,1.0,0.0,0.0,1.0,0.0,3294.0,3294.0
74200.0,77910.0,0.0,1.0,0.0,0.0,0.0,44520.0,44520.0
46980.0,49329.0,1.0,0.0,0.0,1.0,0.0,28188.0,28188.0
