input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
73370.0,77038.5,0.0,1.0,0.0,0,0.0,44022.0,44022.0
79500.0,83475.0,0.0,1.0,0.0,0,0.0,47700.0,47700.0
60500.0,63525.0,0.0,1.0,0.0,0,0.0,36300.0,36300.0
80960.0,85008.0,0.0,1.0,0.0,0,0.0,48576.0,48576.0
66200.0,69510.0,0.0,1.0,0.0,0,0.0,39720.0,39720.0
1920.0,2016.0,1.0,0.0,1.0,0,1536.0,0.0,1536.0
7150.0,7507.5,1.0,0.0,1.0,0,5720.0,0.0,5720.0
6240.0,6552.0,1.0,0.0,1.0,0,4992.0,0.0,4992.0
64260.0,67473.0,0.0,1.0,0.0,0,0.0,38556.0,38556.0
3190.0,3349.5,1.0,0.0,1.0,0,2552.0,0.0,2552.0
74690.0,78424.5,0.0,1.0,0.0,0,0.0,44814.0,44814.0
75400.0,79170.0,0.0,1.0,0.0,0,0.0,45240.0,45240.0
3300.0,3465.0,1.0,0.0,1.0,0,2640.0,0.0,2640.0
77800.0,81690.0,0.0,1.0,0.0,0,0.0,46680.0,46680.0
78870.0,82813.5,0.0,1.0,0.0,0,0.0,47322.0,47322.0
4950.0,5197.5,1.0,0.0,1.0,0,3960.0,0.0,3960.0
61380.0,64449.0,0.0,1.0,0.0,0,0.0,36828.0,36828.0
80850.0,84892.5,0.0,1.0,0.0,0,0.0,48510.0,48510.0
3520.0,3696.0,1.0,0.0,1.0,0,2816.0,0.0,2816.0
4700.0,4935.0,1.0,0.0,1.0,0,3760.0,0.0,3760.0
45100.0,47355.0,1.0,0.0,1.0,0,36080.0,0.0,36080.0
63250.0,66412.5,0.0,1.0,0.0,0,0.0,37950.0,37950.0
66480.0,69804.0,0.0,1.0,0.0,0,0.0,39888.0,39888.0
66200.0,69510.0,0.0,1.0,0.0,0,0.0,39720.0,39720.0
65430.0,68701.5,0.0,1.0,0.0,0,0.0,39258.0,39258.0
63240.0,66402.0,0.0,1.0,0.0,0,0.0,37944.0,37944.0
52800.0,55440.0,1.0,0.0,1.0,0,42240.0,0.0,42240.0
57200.0,60060.0,0.0,1.0,0.0,0,0.0,34320.0,34320.0
62920.0,66066.0,0.0,1.0,0.0,0,0.0,37752.0,37752.0
50490.0,53014.5,1.0,0.0,1.0,0,40392.0,0.0,40392.0
52800.0,55440.0,1.0,0.0,1.0,0,42240.0,0.0,42240.0
48360.0,50778.0,1.0,0.0,1.0,0,38688.0,0.0,38688.0
76600.0,80430.0,0.0,1.0,0.0,0,0.0,45960.0,45960.0
60840.0,63882.0,0.0,1.0,0.0,0,0.0,36504.0,36504.0
70900.0,74445.0,0.0,1.0,0.0,0,0.0,42540.0,42540.0
