input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
4590.0,4819.5,1.0,0.0,1.0,0.0,3672.0,0.0,3672.0
70900.0,74445.0,0.0,1.0,0.0,0.0,0.0,42540.0,42540.0
63120.0,66276.0,0.0,1.0,0.0,0.0,0.0,37872.0,37872.0
70400.0,73920.0,0.0,1.0,0.0,0.0,0.0,42240.0,42240.0
88400.0,92820.0,0.0,1.0,0.0,0.0,0.0,53040.0,53040.0
66200.0,69510.0,0.0,1.0,0.0,0.0,0.0,39720.0,39720.0
62880.0,66024.0,0.0,1.0,0.0,0.0,0.0,37728.0,37728.0
79970.0,83968.5,0.0,1.0,0.0,0.0,0.0,47982.0,47982.0
42500.0,44625.0,1.0,0.0,0.0,1.0,0.0,25500.0,25500.0
76400.0,80220.0,0.0,1.0,0.0,0.0,0.0,45840.0,45840.0
28440.0,29862.0,1.0,0.0,1.0,0.0,22752.0,0.0,22752.0
52700.0,55335.0,1.0,0.0,0.0,1.0,0.0,31620.0,31620.0
63250.0,66412.5,0.0,1.0,0.0,0.0,0.0,37950.0,37950.0
64240.0,67452.0,0.0,1.0,0.0,0.0,0.0,38544.0,38544.0
76400.0,80220.0,0.0,1.0,0.0,0.0,0.0,45840.0,45840.0
75960.0,79758.0,0.0,1.0,0.0,0.0,0.0,45576.0,45576.0
53440.0,56112.0,1.0,0.0,0.0,1.0,0.0,32064.0,32064.0
82170.0,86278.5,0.0,1.0,0.0,0.0,0.0,49302.0,49302.0
48000.0,50400.0,1.0,0.0,0.0,1.0,0.0,28800.0,28800.0
6200.0,6510.0,1.0,0.0,0.0,1.0,0.0,3720.0,3720.0
86060.0,90363.0,0.0,1.0,0.0,0.0,0.0,51636.0,51636.0
49410.0,51880.5,1.0,0.0,1.0,0.0,39528.0,0.0,39528.0
42500.0,44625.0,1.0,0.0,1.0,0.0,34000.0,0.0,34000.0
2250.0,2362.5,1.0,0.0,1.0,0.0,1800.0,0.0,1800.0
93480.0,98154.0,0.0,1.0,0.0,0.0,0.0,56088.0,56088.0
59500.0,62475.0,0.0,1.0,0.0,0.0,0.0,35700.0,35700.0
78200.0,82110.0,0.0,1.0,0.0,0.0,0.0,46920.0,46920.0
74030.0,77731.5,0.0,1.0,0.0,0.0,0.0,44418.0,44418.0
67210.0,70570.5,0.0,1.0,0.0,0.0,0.0,40326.0,40326.0
46980.0,49329.0,1.0,0.0,0.0,1.0,0.0,28188.0,28188.0
3840.0,4032.0,1.0,0.0,1.0,0.0,3072.0,0.0,3072.0
77110.0,80965.5,0.0,1.0,0.0,0.0,0.0,46266.0,46266.0
82320.0,86436.0,0.0,1.0,0.0,0.0,0.0,49392.0,49392.0
88220.0,92631.0,0.0,1.0,0.0,0.0,0.0,52932.0,52932.0
82830.0,86971.5,0.0,1.0,0.0,0.0,0.0,49698.0,49698.0
80080.0,84084.0,0.0,1.0,0.0,0.0,0.0,48048.0,48048.0
56600.0,59430.0,1.0,0.0,0.0,1.0,0.0,33960.0,33960.0
77040.0,80892.0,0.0,1.0,0.0,0.0,0.0,46224.0,46224.0
63250.0,66412.5,0.0,1.0,0.0,0.0,0.0,37950.0,37950.0
2520.0,2646.0,1.0,0.0,1.0,0.0,2016.0,0.0,2016.0
72820.0,76461.0,0.0,1.0,0.0,0.0,0.0,43692.0,43692.0
3770.0,3958.5,1.0,0.0,1.0,0.0,3016.0,0.0,3016.0
50300.0,52815.0,1.0,0.0,0.0,1.0,0.0,30180.0,30180.0
85300.0,89565.0,0.0,1.0,0.0,0.0,0.0,51180.0,51180.0
27700.0,29085.0,1.0,0.0,1.0,0.0,22160.0,0.0,22160.0
76700.0,80535.0,0.0,1.0,0.0,0.0,0.0,46020.0,46020.0
78000.0,81900.0,0.0,1.0,0.0,0.0,0.0,46800.0,46800.0
59400.0,62370.0,0.0,1.0,0.0,0.0,0.0,35640.0,35640.0
45000.0,47250.0,1.0,0.0,0.0,1.0,0.0,27000.0,27000.0
44190.0,46399.5,1.0,0.0,1.0,0.0,35352.0,0.0,35352.0
80740.0,84777.0,0.0,1.0,0.0,0.0,0.0,48444.0,48444.0
3200.0,3360.0,1.0,0.0,1.0,0.0,2560.0,0.0,2560.0
82170.0,86278.5,0.0,1.0,0.0,0.0,0.0,49302.0,49302.0
37530.0,39406.5,1.0,0.0,1.0,0.0,30024.0,0.0,30024.0
41490.0,43564.5,1.0,0.0,1.0,0.0,33192.0,0.0,33192.0
61700.0,64785.0,0.0,1.0,0.0,0.0,0.0,37020.0,37020.0
9020.0,9471.0,1.0,0.0,1.0,0.0,7216.0,0.0,7216.0
51900.0,54495.0,1.0,0.0,1.0,0.0,41520.0,0.0,41520.0
68090.0,71494.5,0.0,1.0,0.0,0.0,0.0,40854.0,40854.0
67600.0,70980.0,0.0,1.0,0.0,0.0,0.0,40560.0,40560.0
47700.0,50085.0,1.0,0.0,0.0,1.0,0.0,28620.0,28620.0
2640.0,2772.0,1.0,0.0,1.0,0.0,2112.0,0.0,2112.0
98280.0,103194.0,0.0,1.0,0.0,0.0,0.0,58968.0,58968.0
60570.0,63598.5,0.0,1.0,0.0,0.0,0.0,36342.0,36342.0
51700.0,54285.0,1.0,0.0,1.0,0.0,41360.0,0.0,41360.0
61490.0,64564.5,0.0,1.0,0.0,0.0,0.0,36894.0,36894.0
50800.0,53340.0,1.0,0.0,0.0,1.0,0.0,30480.0,30480.0
54340.0,57057.0,1.0,0.0,1.0,0.0,43472.0,0.0,43472.0
40600.0,42630.0,1.0,0.0,1.0,0.0,32480.0,0.0,32480.0
54560.0,57288.0,1.0,0.0,1.0,0.0,43648.0,0.0,43648.0
65250.0,68512.5,0.0,1.0,0.0,0.0,0.0,39150.0,39150.0
69630.0,73111.5,0.0,1.0,0.0,0.0,0.0,41778.0,41778.0
60390.0,63409.5,0.0,1.0,0.0,0.0,0.0,36234.0,36234.0
5300.0,5565.0,1.0,0.0,1.0,0.0,4240.0,0.0,4240.0
63300.0,66465.0,0.0,1.0,0.0,0.0,0.0,37980.0,37980.0
77700.0,81585.0,0.0,1.0,0.0,0.0,0.0,46620.0,46620.0
52200.0,54810.0,1.0,0.0,1.0,0.0,41760.0,0.0,41760.0
83160.0,87318.0,0.0,1.0,0.0,0.0,0.0,49896.0,49896.0
59130.0,62086.5,0.0,1.0,0.0,0.0,0.0,35478.0,35478.0
83160.0,87318.0,0.0,1.0,0.0,0.0,0.0,49896.0,49896.0
79500.0,83475.0,0.0,1.0,0.0,0.0,0.0,47700.0,47700.0
43560.0,45738.0,1.0,0.0,1.0,0.0,34848.0,0.0,34848.0
3870.0,4063.5,1.0,0.0,1.0,0.0,3096.0,0.0,3096.0
47080.0,49434.0,1.0,0.0,1.0,0.0,37664.0,0.0,37664.0
55900.0,58695.0,1.0,0.0,1.0,0.0,44720.0,0.0,44720.0
60750.0,63787.5,0.0,1.0,0.0,0.0,0.0,36450.0,36450.0
53100.0,55755.0,1.0,0.0,0.0,1.0,0.0,31860.0,31860.0
3600.0,3780.0,1.0,0.0,1.0,0.0,2880.0,0.0,2880.0
64000.0,67200.0,0.0,1.0,0.0,0.0,0.0,38400.0,38400.0
60500.0,63525.0,0.0,1.0,0.0,0.0,0.0,36300.0,36300.0
65520.0,68796.0,0.0,1.0,0.0,0.0,0.0,39312.0,39312.0
60170.0,63178.5,0.0,1.0,0.0,0.0,0.0,36102.0,36102.0
73920.0,77616.0,0.0,1.0,0.0,0.0,0.0,44352.0,44352.0
68970.0,72418.5,0.0,1.0,0.0,0.0,0.0,41382.0,41382.0
49060.0,51513.0,1.0,0.0,0.0,1.0,0.0,29436.0,29436.0
51480.0,54054.0,1.0,0.0,0.0,1.0,0.0,30888.0,30888.0
