input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
46200.0,48510.0,1.0,0.0,0.0,1.0,0.0,27720.0,27720.0
85320.0,89586.0,0.0,1.0,0.0,0.0,0.0,51192.0,51192.0
64350.0,67567.5,0.0,1.0,0.0,0.0,0.0,38610.0,38610.0
30700.0,32235.0,1.0,0.0,1.0,0.0,24560.0,0.0,24560.0
51120.0,53676.0,1.0,0.0,1.0,0.0,40896.0,0.0,40896.0
76230.0,80041.5,0.0,1.0,0.0,0.0,0.0,45738.0,45738.0
4300.0,4515.0,1.0,0.0,1.0,0.0,3440.0,0.0,3440.0
4900.0,5145.0,1.0,0.0,1.0,0.0,3920.0,0.0,3920.0
64890.0,68134.5,0.0,1.0,0.0,0.0,0.0,38934.0,38934.0
84590.0,88819.5,0.0,1.0,0.0,0.0,0.0,50754.0,50754.0
67210.0,70570.5,0.0,1.0,0.0,0.0,0.0,40326.0,40326.0
57000.0,59850.0,1.0,0.0,0.0,1.0,0.0,34200.0,34200.0
50800.0,53340.0,1.0,0.0,1.0,0.0,40640.0,0.0,40640.0
49390.0,51859.5,1.0,0.0,1.0,0.0,39512.0,0.0,39512.0
4620.0,4851.0,1.0,0.0,1.0,0.0,3696.0,0.0,3696.0
53900.0,56595.0,1.0,0.0,1.0,0.0,43120.0,0.0,43120.0
69300.0,72765.0,0.0,1.0,0.0,0.0,0.0,41580.0,41580.0
77700.0,81585.0,0.0,1.0,0.0,0.0,0.0,46620.0,46620.0
57860.0,60753.0,0.0,1.0,0.0,0.0,0.0,34716.0,34716.0
52030.0,54631.5,1.0,0.0,1.0,0.0,41624.0,0.0,41624.0
5720.0,6006.0,1.0,0.0,1.0,0.0,4576.0,0.0,4576.0
48000.0,50400.0,1.0,0.0,0.0,1.0,0.0,28800.0,28800.0
39800.0,41790.0,1.0,0.0,1.0,0.0,31840.0,0.0,31840.0
72900.0,76545.0,0.0,1.0,0.0,0.0,0.0,43740.0,43740.0
35000.0,36750.0,1.0,0.0,0.0,1.0,0.0,21000.0,21000.0
70830.0,74371.5,0.0,1.0,0.0,0.0,0.0,42498.0,42498.0
53400.0,56070.0,1.0,0.0,1.0,0.0,42720.0,0.0,42720.0
9000.0,9450.0,1.0,0.0,1.0,0.0,7200.0,0.0,7200.0
47700.0,50085.0,1.0,0.0,0.0,1.0,0.0,28620.0,28620.0
61490.0,64564.5,0.0,1.0,0.0,0.0,0.0,36894.0,36894.0
60600.0,63630.0,0.0,1.0,0.0,0.0,0.0,36360.0,36360.0
64200.0,67410.0,0.0,1.0,0.0,0.0,0.0,38520.0,38520.0
7370.0,7738.5,1.0,0.0,0.0,1.0,0.0,4422.0,4422.0
51210.0,53770.5,1.0,0.0,1.0,0.0,40968.0,0.0,40968.0
59200.0,62160.0,0.0,1.0,0.0,0.0,0.0,35520.0,35520.0
58140.0,61047.0,0.0,1.0,0.0,0.0,0.0,34884.0,34884.0
68760.0,72198.0,0.0,1.0,0.0,0.0,0.0,41256.0,41256.0
5900.0,6195.0,1.0,0.0,1.0,0.0,4720.0,0.0,4720.0
34320.0,36036.0,1.0,0.0,1.0,0.0,27456.0,0.0,27456.0
59490.0,62464.5,0.0,1.0,0.0,0.0,0.0,35694.0,35694.0
68750.0,72187.5,0.0,1.0,0.0,0.0,0.0,41250.0,41250.0
68200.0,71610.0,0.0,1.0,0.0,0.0,0.0,40920.0,40920.0
51600.0,54180.0,1.0,0.0,1.0,0.0,41280.0,0.0,41280.0
64080.0,67284.0,0.0,1.0,0.0,0.0,0.0,38448.0,38448.0
45120.0,47376.0,1.0,0.0,0.0,1.0,0.0,27072.0,27072.0
51480.0,54054.0,1.0,0.0,0.0,1.0,0.0,30888.0,30888.0
93720.0,98406.0,0.0,1.0,0.0,0.0,0.0,56232.0,56232.0
37520.0,39396.0,1.0,0.0,1.0,0.0,30016.0,0.0,30016.0
5760.0,6048.0,1.0,0.0,1.0,0.0,4608.0,0.0,4608.0
53190.0,55849.5,1.0,0.0,0.0,1.0,0.0,31914.0,31914.0
67500.0,70875.0,0.0,1.0,0.0,0.0,0.0,40500.0,40500.0
62900.0,66045.0,0.0,1.0,0.0,0.0,0.0,37740.0,37740.0
68520.0,71946.0,0.0,1.0,0.0,0.0,0.0,41112.0,41112.0
58300.0,61215.0,0.0,1.0,0.0,0.0,0.0,34980.0,34980.0
54400.0,57120.0,1.0,0.0,1.0,0.0,43520.0,0.0,43520.0
6200.0,6510.0,1.0,0.0,0.0,1.0,0.0,3720.0,3720.0
7590.0,7969.5,1.0,0.0,0.0,1.0,0.0,4554.0,4554.0
3200.0,3360.0,1.0,0.0,1.0,0.0,2560.0,0.0,2560.0
47300.0,49665.0,1.0,0.0,1.0,0.0,37840.0,0.0,37840.0
62800.0,65940.0,0.0,1.0,0.0,0.0,0.0,37680.0,37680.0
104610.0,109840.5,0.0,1.0,0.0,0.0,0.0,62766.0,62766.0
75500.0,79275.0,0.0,1.0,0.0,0.0,0.0,45300.0,45300.0
6820.0,7161.0,1.0,0.0,0.0,1.0,0.0,4092.0,4092.0
48070.0,50473.5,1.0,0.0,1.0,0.0,38456.0,0.0,38456.0
50700.0,53235.0,1.0,0.0,1.0,0.0,40560.0,0.0,40560.0
87010.0,91360.5,0.0,1.0,0.0,0.0,0.0,52206.0,52206.0
5830.0,6121.5,1.0,0.0,1.0,0.0,4664.0,0.0,4664.0
64240.0,67452.0,0.0,1.0,0.0,0.0,0.0,38544.0,38544.0
66840.0,70182.0,0.0,1.0,0.0,0.0,0.0,40104.0,40104.0
66780.0,70119.0,0.0,1.0,0.0,0.0,0.0,40068.0,40068.0
80100.0,84105.0,0.0,1.0,0.0,0.0,0.0,48060.0,48060.0
6000.0,6300.0,1.0,0.0,1.0,0.0,4800.0,0.0,4800.0
61740.0,64827.0,0.0,1.0,0.0,0.0,0.0,37044.0,37044.0
70290.0,73804.5,0.0,1.0,0.0,0.0,0.0,42174.0,42174.0
44880.0,47124.0,1.0,0.0,0.0,1.0,0.0,26928.0,26928.0
73800.0,77490.0,0.0,1.0,0.0,0.0,0.0,44280.0,44280.0
31350.0,32917.5,1.0,0.0,1.0,0.0,25080.0,0.0,25080.0
