input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
10335.0,10851.75,1.0,0.0,0.0,1.0,0.0,6201.0,6201.0
73590.0,77269.5,0.0,1.0,0.0,0.0,0.0,44154.0,44154.0
71550.0,75127.5,0.0,1.0,0.0,0.0,0.0,42930.0,42930.0
66300.0,69615.0,0.0,1.0,0.0,0.0,0.0,39780.0,39780.0
110550.0,116077.5,0.0,1.0,0.0,0.0,0.0,66330.0,66330.0
100425.0,105446.25,0.0,1.0,0.0,0.0,0.0,60255.0,60255.0
91650.0,96232.5,0.0,1.0,0.0,0.0,0.0,54990.0,54990.0
107460.0,112833.0,0.0,1.0,0.0,0.0,0.0,64476.0,64476.0
77100.0,80955.0,0.0,1.0,0.0,0.0,0.0,46260.0,46260.0
85965.0,90263.25,0.0,1.0,0.0,0.0,0.0,51579.0,51579.0
41550.0,43627.5,1.0,0.0,1.0,0.0,33240.0,0.0,33240.0
89505.0,93980.25,0.0,1.0,0.0,0.0,0.0,53703.0,53703.0
95850.0,100642.5,0.0,1.0,0.0,0.0,0.0,57510.0,57510.0
62235.0,65346.75,0.0,1.0,0.0,0.0,0.0,37341.0,37341.0
80520.0,84546.0,0.0,1.0,0.0,0.0,0.0,48312.0,48312.0
108150.0,113557.5,0.0,1.0,0.0,0.0,0.0,64890.0,64890.0
7740.0,8127.0,1.0,0.0,1.0,0.0,6192.0,0.0,6192.0
120780.0,126819.0,0.0,1.0,0.0,0.0,0.0,72468.0,72468.0
126150.0,132457.5,0.0,1.0,0.0,0.0,0.0,75690.0,75690.0
81600.0,85680.0,0.0,1.0,0.0,0.0,0.0,48960.0,48960.0
134100.0,140805.0,0.0,1.0,0.0,0.0,0.0,80460.0,80460.0
147420.0,154791.0,0.0,1.0,0.0,0.0,0.0,88452.0,88452.0
135000.0,141750.0,0.0,1.0,0.0,0.0,0.0,81000.0,81000.0
80250.0,84262.5,0.0,1.0,0.0,0.0,0.0,48150.0,48150.0
100350.0,105367.5,0.0,1.0,0.0,0.0,0.0,60210.0,60210.0
70950.0,74497.5,0.0,1.0,0.0,0.0,0.0,42570.0,42570.0
110250.0,115762.5,0.0,1.0,0.0,0.0,0.0,66150.0,66150.0
88605.0,93035.25,0.0,1.0,0.0,0.0,0.0,53163.0,53163.0
86955.0,91302.75,0.0,1.0,0.0,0.0,0.0,52173.0,52173.0
140580.0,147609.0,0.0,1.0,0.0,0.0,0.0,84348.0,84348.0
120120.0,126126.0,0.0,1.0,0.0,0.0,0.0,72072.0,72072.0
5160.0,5418.0,1.0,0.0,1.0,0.0,4128.0,0.0,4128.0
112350.0,117967.5,0.0,1.0,0.0,0.0,0.0,67410.0,67410.0
74700.0,78435.0,0.0,1.0,0.0,0.0,0.0,44820.0,44820.0
77220.0,81081.0,0.0,1.0,0.0,0.0,0.0,46332.0,46332.0
123480.0,129654.0,0.0,1.0,0.0,0.0,0.0,74088.0,74088.0
