input,calculate_claim_value,low_value_claims,high_value_claims,simple_claims,complex_claims,calculate_simple_claim_payout,calculate_complex_claim_payout,output
77200.0,81060.0,0.0,1.0,0.0,0,0.0,46320.0,46320.0
87300.0,91665.0,0.0,1.0,0.0,0,0.0,52380.0,52380.0
64080.0,67284.0,0.0,1.0,0.0,0,0.0,38448.0,38448.0
87780.0,92169.0,0.0,1.0,0.0,0,0.0,52668.0,52668.0
45100.0,47355.0,1.0,0.0,1.0,0,36080.0,0.0,36080.0
87200.0,91560.0,0.0,1.0,0.0,0,0.0,52320.0,52320.0
88110.0,92515.5,0.0,1.0,0.0,0,0.0,52866.0,52866.0
51570.0,54148.5,1.0,0.0,1.0,0,41256.0,0.0,41256.0
37530.0,39406.5,1.0,0.0,1.0,0,30024.0,0.0,30024.0
73800.0,77490.0,0.0,1.0,0.0,0,0.0,44280.0,44280.0
46200.0,48510.0,1.0,0.0,1.0,0,36960.0,0.0,36960.0
51740.0,54327.0,1.0,0.0,1.0,0,41392.0,0.0,41392.0
59130.0,62086.5,0.0,1.0,0.0,0,0.0,35478.0,35478.0
6490.0,6814.5,1.0,0.0,1.0,0,5192.0,0.0,5192.0
4320.0,4536.0,1.0,0.0,1.0,0,3456.0,0.0,3456.0
79320.0,83286.0,0.0,1.0,0.0,0,0.0,47592.0,47592.0
71640.0,75222.0,0.0,1.0,0.0,0,0.0,42984.0,42984.0
49900.0,52395.0,1.0,0.0,1.0,0,39920.0,0.0,39920.0
66950.0,70297.5,0.0,1.0,0.0,0,0.0,40170.0,40170.0
5940.0,6237.0,1.0,0.0,1.0,0,4752.0,0.0,4752.0
24570.0,25798.5,1.0,0.0,1.0,0,19656.0,0.0,19656.0
70400.0,73920.0,0.0,1.0,0.0,0,0.0,42240.0,42240.0
79090.0,83044.5,0.0,1.0,0.0,0,0.0,47454.0,47454.0
70600.0,74130.0,0.0,1.0,0.0,0,0.0,42360.0,42360.0
67320.0,70686.0,0.0,1.0,0.0,0,0.0,40392.0,40392.0
74200.0,77910.0,0.0,1.0,0.0,0,0.0,44520.0,44520.0
69000.0,72450.0,0.0,1.0,0.0,0,0.0,41400.0,41400.0
40810.0,42850.5,1.0,0.0,1.0,0,32648.0,0.0,32648.0
63900.0,67095.0,0.0,1.0,0.0,0,0.0,38340.0,38340.0
82720.0,86856.0,0.0,1.0,0.0,0,0.0,49632.0,49632.0
4500.0,4725.0,1.0,0.0,1.0,0,3600.0,0.0,3600.0
48400.0,50820.0,1.0,0.0,1.0,0,38720.0,0.0,38720.0
